adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
319.064424610014,0,0,1,0.332358775635431,1,0.15,NaN,1
304.19218343093,0.84,0,0.3,0.316866857740552,1,0.15,NaN,1
334.409424314116,0.72,0,0.4,0.348343150327204,1,0.15,NaN,1
-617.157603871195,0.36,1,0.7,-0.642872504032495,2,0.45,NaN,1
-808.431025460062,0.96,1,0.2,-0.842115651520898,3,0.75,NaN,1
338.806633192265,0.6,0,0.5,0.352923576241942,3,0.75,NaN,1
-385.428277381406,0.96,1,0.2,-0.401487788938965,2,0.45,NaN,1
408.364761016079,0,0,1,0.425379959391749,2,0.45,NaN,1
-685.607366446426,0,1,1,-0.71417434004836,3,0.75,NaN,1
0,NaN,1,0.2,NaN,1,NaN,no_bid,NaN
326.873593054745,0.6,0,0.5,0.340493326098693,1,0.15,NaN,1
399.260554908394,0.36,0,0.7,0.41589641136291,3,0.75,NaN,1
0,NaN,1,0.7,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,1,1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.2,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,0,0.7,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.9,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.4,NaN,3,NaN,joystick_not_stationary,NaN
337.414337224074,1.2,1,1,0.351473267941743,1,0,NaN,1
224.910382222132,1.2,1,0.9,0.234281648148054,2,0,NaN,1
277.057451847924,0.84,0,0.3,0.288601512341588,1,0.15,NaN,1
310.259821236984,1.08,0,0.1,0.323187313788525,3,0.75,NaN,1
319.937956504796,1.08,0,0.1,0.333268704692496,3,0.75,NaN,1
-598.429109195223,0.96,1,0.2,-0.623363655411691,1,0.15,NaN,1
-515.980264781159,0,1,1,-0.537479442480374,2,0.45,NaN,1
310.352181044347,1.2,1,0.8,0.323283521921195,1,0,NaN,1
-631.094678529415,0.24,1,0.8,-0.657390290134807,3,0.75,NaN,1
0,NaN,1,0.2,NaN,3,NaN,joystick_not_stationary,NaN
-504.929653572355,1.08,1,0.1,-0.52596838913787,2,0.45,NaN,1
0,NaN,1,0.5,NaN,1,NaN,joystick_not_stationary,NaN
